data_acesso,clientes_id,buyin,rake,winning
2023-03-14,48844,40.0,4.0,-11.649999618530273
2023-03-15,48844,20.0,2.0,-20.0
2023-03-19,48844,22.0,2.2000000029802322,-22.0
2023-03-26,48844,1.0,0.10000000149011612,-1.0
2023-03-30,48844,10.0,1.0,-10.0
2023-04-01,48844,5.0,0.5,-5.0
2023-04-07,48844,10.0,0.949999988079071,10.25
2023-04-09,48844,5.0,0.5,-5.0
2023-04-11,48844,20.0,2.0,17.799999237060547
2023-04-15,48844,20.0,2.0,-20.0
2023-04-18,48844,23.0,2.300000011920929,-23.0
2021-11-29,50572,28.0,2.800000011920929,-28.0
2021-11-30,50572,0.0,0.0,0.0
2021-12-01,50572,0.0,0.0,0.0
2021-12-02,50572,9.0,0.9000000357627869,1.3700004816055298
2021-12-03,50572,0.0,0.0,0.0
2021-12-04,50572,6.0,0.6000000238418579,-6.0
2021-12-05,50572,9.0,0.8999999761581421,-9.0
2021-12-06,50572,10.0,1.0000000298023224,-7.569999933242798
2021-12-07,50572,10.0,1.0000000074505806,-10.0
2021-12-08,50572,0.0,0.0,0.0
2021-12-09,50572,5.0,0.5000000074505806,6.330000281333923
2021-12-10,50572,1.0,0.10000000149011612,1.2000000476837158
2021-12-11,50572,7.0,0.7000000104308128,0.28999996185302734
2021-12-12,50572,11.0,1.1000000089406967,-11.0
2021-12-13,50572,9.0,0.9000000134110451,-3.600000023841858
2021-12-14,50572,15.0,1.5000000223517418,-5.279999732971191
2021-12-15,50572,4.0,0.4000000059604645,2.4700000882148743
2021-12-16,50572,11.0,1.1000000163912773,-1.3699997663497925
2021-12-17,50572,24.0,2.4000000283122063,1.1099998950958252
2021-12-18,50572,19.0,1.9000000283122063,-11.980000019073486
2021-12-19,50572,17.0,1.700000025331974,2.1700003147125244
2021-12-20,50572,11.0,1.1000000163912773,-11.0
2021-12-21,50572,10.0,1.0000000149011612,-4.600000023841858
2021-12-22,50572,14.0,1.4000000208616257,-7.519999742507935
2021-12-23,50572,7.0,0.7000000104308128,2.990000367164612
2021-12-24,50572,14.0,1.4000000208616257,-3.200000047683716
2021-12-25,50572,10.0,1.0000000149011612,-6.759999990463257
2021-12-26,50572,14.0,1.4000000208616257,-10.490000009536743
2021-12-27,50572,0.0,0.0,0.0
2021-12-28,50572,0.0,0.0,0.0
2021-12-29,50572,0.0,0.0,0.0
2021-12-30,50572,6.0,0.6000000089406967,4.410000205039978
2021-12-31,50572,6.0,0.6000000089406967,-4.379999995231628
2022-01-03,50572,1.0,0.10000000149011612,-0.3100000023841858
2022-01-04,50572,0.0,0.0,0.0
2022-01-05,50572,0.0,0.0,0.6000000238418579
2022-01-06,50572,3.0,0.30000000447034836,-0.6800000071525574
2022-01-07,50572,8.0,0.7400000095367432,1.4900002479553223
2022-01-08,50572,1.0,0.10000000149011612,-1.0
2022-01-10,50572,5.0,0.5000000074505806,-0.20000004768371582
2022-01-11,50572,0.0,0.0,0.0
2022-01-12,50572,18.0,3.5599999874830246,-18.0
2022-01-13,50572,13.0,1.3000000193715096,-7.059999942779541
2022-01-14,50572,7.0,0.6000000163912773,-5.110000014305115
2022-01-17,50572,0.0,0.0,0.0
2022-01-18,50572,1.0,0.10000000149011612,1.300000011920929
2022-01-19,50572,1.0,0.10000000149011612,4.400000095367432
2022-01-20,50572,2.0,0.20000000298023224,-0.3799999952316284
2022-01-21,50572,5.0,0.5000000074505806,-2.569999933242798
2022-01-23,50572,4.0,0.4000000059604645,-2.3799999952316284
2022-01-24,50572,0.0,0.0,0.0
2022-01-25,50572,13.0,4.889999985694885,15.920000076293945
2022-01-26,50572,13.0,1.3000000268220901,-8.860000014305115
2022-01-27,50572,12.0,1.1999999806284904,85.24999755620956
2022-01-28,50572,19.0,1.9000000283122063,-14.139999866485596
2022-01-29,50572,29.0,2.9000001028180122,-24.139999866485596
2022-01-30,50572,17.0,1.7000000178813934,-17.0
2022-01-31,50572,21.0,2.179999977350235,-8.84999942779541
2022-02-01,50572,25.0,2.500000037252903,-5.019999742507935
2022-02-02,50572,14.0,1.4000000357627869,-5.089999675750732
2022-02-03,50572,6.0,0.6000000089406967,8.31000018119812
2022-02-04,50572,6.0,0.6000000163912773,-1.1399998664855957
2022-02-05,50572,11.0,1.100000038743019,-11.0
2022-02-06,50572,12.0,1.200000025331974,-12.0
2022-02-07,50572,6.0,0.6000000089406967,1.8900001049041748
2022-02-08,50572,9.0,0.9000000134110451,13.680000901222229
2022-02-09,50572,10.0,1.0000000149011612,-1.1999996304512024
2022-02-10,50572,11.0,1.8800000473856926,-2.559999942779541
2022-02-11,50572,10.0,2.2399999871850014,-7.569999933242798
2022-02-13,50572,5.0,0.5000000074505806,-5.0
2022-02-14,50572,6.0,0.6000000089406967,0.4800001382827759
2022-02-15,50572,14.0,1.4000000357627869,-2.6599998474121094
2022-02-16,50572,6.0,0.6000000089406967,3.7200002670288086
2022-02-17,50572,6.0,0.6000000089406967,11.010000705718994
2022-02-18,50572,8.0,0.800000011920929,0.10000038146972656
2022-02-19,50572,2.0,0.20000000298023224,2.0500001907348633
2022-02-20,50572,9.0,0.9000000134110451,1.5300002098083496
2022-02-21,50572,2.0,0.20000000298023224,6.100000381469727
2022-02-22,50572,6.0,0.6000000014901161,6.149999618530273
2022-02-23,50572,13.0,1.3000000268220901,-8.139999866485596
2022-02-25,50572,6.0,0.6000000163912773,2.9100003242492676
2022-02-27,50572,3.0,0.30000000447034836,2.6700000762939453
2022-02-28,50572,2.0,0.20000000298023224,-2.0
2022-03-01,50572,5.0,0.5000000074505806,-5.0
2022-03-02,50572,5.0,0.5000000149011612,0.6600001454353333
2022-03-03,50572,2.0,0.20000000298023224,-2.0
2022-03-04,50572,4.0,0.4000000134110451,0.05000019073486328
2022-03-05,50572,10.0,1.0000000074505806,2.1499996185302734
2022-03-06,50572,4.0,0.4000000134110451,-4.0
2022-03-07,50572,6.0,0.6000000163912773,-1.1399998664855957
2022-03-08,50572,3.0,0.30000000447034836,-3.0
2022-03-09,50572,4.0,0.4000000134110451,-4.0
2022-03-10,50572,8.0,0.800000011920929,-8.0
2022-03-12,50572,9.0,0.9000000134110451,-9.0
2022-03-14,50572,2.0,0.20000000298023224,2.630000114440918
2022-03-15,50572,0.0,0.0,0.0
2022-03-16,50572,3.0,0.30000001192092896,-3.0
2022-03-18,50572,5.0,0.5000000149011612,-5.0
2022-03-19,50572,1.0,0.10000000149011612,0.6200000047683716
2022-03-21,50572,4.0,0.4000000134110451,-4.0
2022-03-22,50572,1.0,0.10000000149011612,-1.0
2022-03-23,50572,3.0,0.30000000447034836,-3.0
2022-03-24,50572,2.0,0.20000000298023224,-2.0
2022-03-26,50572,1.0,0.10000000149011612,1.4300000667572021
2022-03-27,50572,2.0,0.20000000298023224,-2.0
2022-03-28,50572,1.0,0.10000000149011612,-1.0
2022-03-31,50572,2.0,0.20000000298023224,-2.0
2022-04-01,50572,1.0,0.10000000149011612,-1.0
2022-04-03,50572,2.0,0.20000000298023224,-2.0
2022-04-04,50572,1.0,0.10000000149011612,-1.0
2022-07-28,50572,0.0,0.0,0.0
2022-07-31,50572,17.0,2.0400000289082527,-13.759999990463257
2022-08-01,50572,9.0,0.8100000098347664,-5.759999990463257
2022-08-02,50572,0.0,0.0,0.0
2022-08-03,50572,0.0,0.0,0.0
2022-08-04,50572,0.0,0.0,0.0
2022-08-06,50572,0.0,0.0,0.0
2022-08-07,50572,0.0,0.0,0.0
2022-08-15,50572,29.0,3.6499999836087227,-25.399999976158142
2022-10-15,50572,40.0,7.299999982118607,7.5
2022-10-16,50572,30.0,3.650000035762787,-11.2999999076128
2022-10-17,50572,5.0,0.3499999940395355,-5.0
2022-10-18,50572,3.0,0.30000000447034836,-3.0
2022-10-22,50572,15.0,1.449999988079071,-7.049999952316284
2022-10-23,50572,5.0,1.399999976158142,-5.0
2022-10-27,50572,5.0,0.6499999761581421,-5.0
2022-10-28,50572,5.0,0.20000000298023224,-5.0
2022-11-07,50572,10.0,0.8499999940395355,-4.25
2022-11-10,50572,5.0,0.25,-5.0
2022-11-15,50572,10.0,1.2500000298023224,-10.0
2022-11-16,50572,5.0,1.7999999523162842,-5.0
2022-11-17,50572,5.0,0.3499999940395355,-5.0
2022-12-04,50572,28.0,3.450000010430813,-9.449999958276749
2022-12-05,50572,9.0,0.9500000178813934,-9.0
2022-12-20,50572,0.0,0.0,0.0
2022-12-25,50572,6.0,0.700000025331974,-6.0
2022-12-26,50572,3.0,0.30000000447034836,-3.0
2022-12-28,50572,12.0,1.2500000223517418,-8.799999952316284
2022-12-29,50572,2.0,0.20000000298023224,-2.0
2023-01-01,50572,7.0,0.7000000029802322,-7.0
2023-01-02,50572,2.0,0.20000000298023224,-2.0
2023-01-04,50572,1.0,0.10000000149011612,-1.0
2023-01-06,50572,0.0,0.0,0.0
2023-01-16,50572,10.0,1.2999999523162842,-8.649999618530273
2023-01-18,50572,1.0,0.10000000149011612,-1.0
2023-01-19,50572,2.0,0.20000000298023224,-2.0
2023-04-16,113131,5.0,0.10000000149011612,-5.0
2022-11-14,70843,10.0,1.0,-10.0
2022-06-28,47255,38.0,3.6299999952316284,-26.700000047683716
2022-06-29,47255,36.0,4.180000051856041,-0.2999997138977051
2022-06-30,47255,67.39999961853027,2.7399999499320984,-22.5
2022-07-04,47255,86.89999961853027,7.510000109672546,-50.19999980926514
2022-08-08,47255,43.20000076293945,4.599999904632568,-16.700000286102295
2022-08-10,47255,40.19999980926514,3.6500000059604645,-30.0
2022-10-11,47255,3.0,0.30000000447034836,-3.0
2022-10-12,47255,12.0,1.2000000476837158,5.300000190734863
2022-10-13,47255,12.0,1.2000000178813934,0.5500001907348633
2022-10-14,47255,9.0,0.550000011920929,-3.8499999940395355
2022-10-15,47255,8.0,0.800000011920929,-8.0
2022-10-16,47255,11.0,1.2000000476837158,-2.0
2022-10-17,47255,5.0,0.5,20.299999237060547
2022-10-19,47255,10.0,1.0,-10.0
2022-10-20,47255,69.54999923706055,5.150000035762787,-48.350000858306885
2022-10-26,47255,3.0,0.30000000447034836,-3.0
2022-11-09,47255,0.0,0.0,0.0
2022-12-27,47255,198.5,22.700000382959843,-81.0999984741211
2022-12-28,47255,386.0499954223633,34.49999952316284,-218.14999961853027
2023-01-02,47255,62.0,4.700000002980232,-47.5
2023-01-22,47255,3.0,0.3499999940395355,-3.0
2023-01-26,47255,101.0,11.000000335276127,-101.0
2023-02-05,47255,0.0,0.0,0.0
2023-02-09,47255,0.0,0.0,0.0
2023-02-11,47255,63.0,6.550000011920929,-3.799999237060547
2023-02-12,47255,46.900001525878906,5.699999809265137,-46.900001525878906
2023-02-14,47255,0.0,0.0,0.0
2023-02-28,47255,0.0,0.0,0.0
2023-03-09,47255,0.0,0.0,0.0
2023-03-14,47255,0.0,0.0,0.0
2023-03-30,47255,0.0,0.0,0.0
2023-04-16,47255,0.0,0.0,0.0
2023-03-09,90686,5.0,4.199999809265137,10.050000190734863
2023-03-10,90686,105.24999952316284,10.300000224262476,-59.349999975413084
2022-11-28,39649,46.0,3.2500000298023224,-46.0
2022-12-03,39649,50.0,6.200000047683716,-3.75
2022-12-05,39649,62.0,6.199999988079071,-62.0
2022-12-08,39649,120.0,7.349999904632568,-30.0
2021-12-24,49549,8.0,2.690000057220459,0.8000001907348633
2021-12-27,49549,18.0,2.170000061392784,-9.899999856948853
2022-07-10,62037,92.0,8.28999999165535,-15.03999787569046
2022-07-11,62037,54.0,5.71000000834465,7.099999286234379
2022-07-12,62037,72.0,7.0299999713897705,14.00000037252903
2022-07-13,62037,12.0,0.9399999976158142,2.5
2022-07-14,62037,88.0,8.46000000834465,8.699999809265137
2022-07-15,62037,79.0,8.719999969005585,18.100001335144043
2022-07-16,62037,36.0,4.810000061988831,-14.620000839233398
2022-07-17,62037,28.0,2.3399999737739563,-15.5
2022-07-19,62037,8.0,0.5199999809265137,-8.0
2022-07-29,62037,12.0,1.1699999570846558,-12.0
2022-07-30,62037,38.0,2.8000000715255737,26.529998779296875
2022-07-31,62037,249.0,25.440000653266907,-59.30000305175781
2022-08-01,62037,20.0,1.0800000429153442,-20.0
2022-08-02,62037,14.0,0.6299999952316284,-14.0
2022-08-08,62037,18.0,1.7999999523162842,-18.0
2022-08-09,62037,5.0,0.25,-5.0
2023-04-08,108047,75.0,4.0,-39.79999923706055
2023-04-09,108047,100.0,13.400000095367432,-100.0
2022-04-17,58620,10.0,0.49000000953674316,-10.0
2020-06-04,35664,22.0,2.200000047683716,-22.0
2021-07-11,35664,30.0,3.0,-30.0
2021-07-12,35664,11.0,1.100000023841858,21.799999237060547
2021-07-13,35664,10.0,1.0,-10.0
2021-07-14,35664,65.93999862670898,3.259999990463257,-18.72000002861023
2021-07-15,35664,7.0,0.4399999976158142,20.68000030517578
2021-07-16,35664,7.0,0.4399999976158142,-7.0
2021-07-17,35664,100.0,11.790000438690186,-58.19000053405762
2021-08-14,35664,136.0,11.480000168085098,115.75999450683594
2021-08-15,35664,136.0,10.799999952316284,-103.25
2021-08-16,35664,70.0,7.0,130.49000549316406
2021-08-17,35664,70.0,7.0,-70.0
2021-08-18,35664,67.0,6.700000047683716,-67.0
2021-08-19,35664,80.0,10.96999979019165,93.08999633789062
2021-08-21,35664,50.0,4.940000057220459,103.86000061035156
2021-08-22,35664,155.0,15.730000019073486,-155.0
2021-08-23,35664,25.0,2.5,-25.0
2021-08-24,35664,252.52000427246094,38.20000076293945,-252.52000427246094
2022-01-09,35664,598.0,59.79999923706055,-598.0
2022-01-10,35664,414.0,33.85999941825867,-374.0
2022-01-12,35664,96.0,9.239999949932098,-96.0
2022-01-21,35664,45.0,4.5,-45.0
2022-01-22,35664,30.0,3.0,-30.0
2022-01-29,35664,25.0,2.5,-25.0
2022-02-24,35664,50.0,5.0,-50.0
2022-04-17,35664,40.0,4.0,-40.0
2022-04-18,35664,95.0,6.4200000166893005,-95.0
2022-04-23,35664,6.0,0.6000000238418579,-6.0
2022-04-24,35664,0.0,0.0,0.0
2022-04-25,35664,0.0,0.0,0.0
2022-08-21,35664,339.0,33.89999961853027,-132.85000610351562
2022-08-22,35664,135.0,13.5,-111.79999923706055
2022-08-23,35664,75.0,7.5,-75.0
2022-08-24,35664,45.0,4.149999976158142,-45.0
2022-08-27,35664,5.0,0.0,-0.10000000149011612
2022-08-29,35664,10.0,1.1500000357627869,11.799999237060547
2022-08-31,35664,15.0,1.4500000476837158,-15.0
2022-09-26,35664,5.0,0.3499999940395355,-5.0
2022-12-04,35664,8.0,0.800000011920929,-8.0
2023-03-13,92514,20.0,2.0000000596046448,-20.0
2023-03-14,92514,4.0,0.4000000134110451,-1.2000000476837158
2023-03-15,92514,29.0,2.900000035762787,-26.09999990463257
2023-03-16,92514,4.0,0.4000000134110451,-4.0
2023-03-18,92514,10.0,1.0,-10.0
2023-03-20,92514,95.0,9.5,-41.150001525878906
2023-03-21,92514,120.0,12.0,-120.0
2023-03-22,92514,21.0,2.100000023841858,-5.5
2023-03-23,92514,15.0,1.5,-15.0
2023-03-25,92514,30.0,3.0000000074505806,-30.0
2023-04-01,92514,45.0,4.5,215.0
2023-04-02,92514,16.0,1.6000000014901161,-16.0
2023-04-04,92514,10.0,0.9999999776482582,-10.0
2023-04-07,92514,45.0,4.5,-45.0
2023-04-08,92514,72.0,7.200000040233135,-18.59999990463257
2023-04-09,92514,30.0,3.0,-30.0
2023-04-13,92514,1.0,0.10000000149011612,-1.0
2023-04-16,92514,0.0,0.0,0.0
2021-10-23,29719,18.0,1.7999999523162842,-18.0
2021-10-23,29719,6.0,0.6000000238418579,16.56999969482422
2021-10-24,29719,57.0,5.700000166893005,30.73999786376953
2021-10-25,29719,78.0,7.939999997615814,-12.999999910593033
2021-10-26,29719,9.0,0.8999999761581421,-9.0
2021-10-27,29719,113.0,14.730000019073486,-48.5
2021-10-28,29719,178.0,44.73000034689903,-161.5
2021-01-13,43776,24.0,2.4000000953674316,4.299999237060547
2021-01-14,43776,302.5,30.24999964237213,682.8800048828125
2021-01-15,43776,355.4000015258789,35.53999972343445,-355.4000015258789
2021-01-16,43776,441.5999984741211,44.160000681877136,-441.5999984741211
2021-01-17,43776,387.0,38.700000405311584,-387.0
2021-01-18,43776,355.0,35.500000059604645,-355.0
2021-01-19,43776,275.0,27.5,-275.0
2021-01-20,43776,437.0,43.70000000298023,-437.0
2021-01-21,43776,210.0,21.000000096857548,-210.0
2021-01-22,43776,509.0,50.89999961853027,-509.0
2021-01-23,43776,199.0,19.899999976158142,-198.82999999821186
2021-01-24,43776,167.39999866485596,16.739999890327454,-167.39999866485596
2021-01-25,43776,169.79999923706055,16.97999957203865,-154.76999950408936
2021-01-26,43776,49.0,4.900000035762787,-49.0
2021-01-27,43776,97.39999961853027,9.740000247955322,-97.39999961853027
2021-01-28,43776,93.0,9.300000004470348,-93.0
2021-01-29,43776,60.999999046325684,6.0999999940395355,-41.999999046325684
2021-01-30,43776,160.5999984741211,16.060000352561474,-160.5999984741211
2021-02-02,43776,70.60000038146973,6.230000019073486,-62.15000057220459
2021-02-03,43776,37.19999980926514,3.7200001254677773,-31.4399995803833
2021-02-04,43776,89.19999980926514,8.919999957084656,-54.54999828338623
2021-02-05,43776,91.20000004768372,9.120000183582306,-16.339999437332153
2021-02-06,43776,77.0,7.699999988079071,-77.0
2021-02-07,43776,38.19999980926514,3.8200000301003456,-38.19999980926514
2021-02-08,43776,116.0,12.06999945640564,-116.0
2021-02-09,43776,31.0,3.100000113248825,-31.0
2021-02-10,43776,120.39999771118164,12.040000021457672,-51.729997634887695
2021-02-11,43776,52.20000076293945,4.950000107288361,-33.20000076293945
2021-02-12,43776,217.0,35.98000021278858,237.1999969482422
2021-02-13,43776,190.4000015258789,23.400000244379044,-130.38000106811523
2021-02-14,43776,221.4000015258789,21.75999976694584,-218.53000152111053
2021-02-15,43776,242.80000019073486,24.27999985218048,-242.80000019073486
2021-02-16,43776,2.0,0.20000000298023224,-2.0
2021-02-17,43776,97.80000019073486,11.93999993801117,-30.6899995803833
2021-02-18,43776,121.5999984741211,12.399999886751175,-76.4099988937378
2021-02-19,43776,154.0,18.630000412464142,-88.36000287532806
2021-02-20,43776,245.0,22.289999902248383,-162.77999877929688
2021-02-21,43776,127.5,11.21000012755394,-90.85999965667725
2021-02-22,43776,51.0,4.530000075697899,-47.0
2021-02-23,43776,35.0,6.5299999713897705,-28.4099999666214
2021-02-24,43776,22.0,2.2000000029802322,-22.0
2021-02-25,43776,43.0,3.5,-30.43000030517578
2021-02-26,43776,47.0,3.690000046044588,-33.189999878406525
2021-02-27,43776,81.0,7.090000033378601,-61.709999561309814
2021-02-28,43776,59.0,5.899999886751175,-59.0
2021-03-01,43776,18.0,1.800000011920929,-18.0
2021-03-02,43776,12.0,1.200000025331974,-12.0
2021-03-03,43776,73.0,6.309999942779541,-55.510000228881836
2021-03-04,43776,47.0,4.389999985694885,-42.769999980926514
2021-03-05,43776,6.0,0.6000000238418579,-6.0
2021-03-06,43776,79.0,7.899999976158142,-79.0
2021-03-07,43776,192.5,19.30000001192093,-93.36999866366386
2021-03-08,43776,239.0,21.41999977827072,-89.70999717712402
2021-03-09,43776,228.19999980926514,24.15999987721443,-195.26999962329865
2021-03-10,43776,151.0,16.039999932050705,-134.69000029563904
2021-03-11,43776,33.0,3.620000034570694,-33.0
2021-03-12,43776,12.0,1.2000000476837158,-12.0
2021-03-14,43776,36.0,2.580000013113022,-30.55999994277954
2021-03-15,43776,94.79000091552734,9.040000140666962,-37.90999984741211
2021-03-16,43776,172.0,17.510000109672546,44.37999802827835
2021-03-17,43776,178.39999961853027,18.439999846741557,-140.38999962806702
2021-03-18,43776,117.0,11.699999928474426,-75.37000036239624
2021-03-19,43776,142.0,14.06000006198883,-44.53000068664551
2021-03-20,43776,120.81999969482422,13.940000185742974,-17.880000054836273
2021-03-21,43776,65.0,5.949999988079071,-57.0
2021-03-22,43776,17.0,1.3900000005960464,-17.0
2021-03-23,43776,29.0,5.78000009059906,-16.119999885559082
2021-03-24,43776,46.0,8.730000205338001,10.1899995803833
2021-03-25,43776,154.8499984741211,12.95000010728836,-104.56999826431274
2021-03-26,43776,118.0,11.529999859631062,145.69999957084656
2021-03-27,43776,152.0,15.24999986588955,-103.76000087708235
2021-03-28,43776,164.59999990463257,18.960000157356262,-141.55000019073486
2021-03-29,43776,65.83000183105469,7.089999854564667,-37.69999980926514
2021-03-30,43776,10.0,1.0,-10.0
2021-04-01,43776,42.0,4.949999928474426,-14.630000352859497
2021-04-02,43776,100.0,9.760000050067902,-44.87000107765198
2021-04-03,43776,62.39999961853027,6.240000069141388,-61.78999960422516
2021-04-04,43776,74.0,7.2299999594688416,392.5399903059006
2021-04-05,43776,153.0,14.950000017881393,97.90999936312437
2021-04-06,43776,198.60000038146973,20.20999976992607,-192.87000036239624
2021-04-07,43776,178.5,17.759999990463257,-150.099999666214
2021-04-08,43776,139.0,13.899999976158142,554.77001953125
2021-04-09,43776,79.5,4.609999895095825,-23.209999084472656
2021-04-10,43776,296.0,24.490000128746033,-240.29999995231628
2021-04-11,43776,155.0,15.5,-149.96000003814697
2021-04-12,43776,113.0,10.280000030994415,155.10000467300415
2021-04-13,43776,120.0,11.890000015497208,-104.71000003814697
2021-04-14,43776,150.0,13.060000091791153,-141.53000020980835
2021-04-15,43776,203.60000038146973,19.1599999666214,-185.35000038146973
